id,district,sub_url,photo,house_name,house_status,house_type,address,price,developer,sur_trafic,sur_school,sur_environment,sur_business,sur_entertain,peoperty_fee,property_company
2019,13,/first/2019/,https://img.0756fang.com/Upload/Dictionary/2020-07/s891B857124684E1E82C6934DA95E6C46.jpg/w600,建发悦玺花园,在售,住宅,斗门区逸秀街113号,16500,建发房地产集团公司,珠海大桥、香海大桥（在建）、洪鹤大桥（在建）、金海大桥（在建）、广佛江珠轻轨（规划）,建发幼儿园（在建）、金茂幼儿园（规划中）、中铁建幼儿园（规划中）、金茂小学（在建）、恒大小学（在建）、市一级齐正小学,生态配套：幸福河湿地公园（在建）、尖峰山公园、黄杨河河畔公园（在建）、云峰公园（在建）医疗配套：社区医疗服务中心（在建）、西部医疗中心（在建）、遵医五院、广东省人民医院珠海医院,家和城商场、深圳岁宝（在建）、华发商都（在建）、上海&#183;豫园商城（待建）,自身配套：幼儿园，邻里中心，底商，双泳池，慢跑道，户外投影，健身房，大鱼海棠主题公园，生态湖景,3.0元/㎡,建发物业服务有限公司
2126,13,/first/2126/,https://img.0756fang.com/Upload/Dictionary/2021-03/sEB65F6E301904E6E8FA7F709C0D889F8.jpg/w600,双子星大厦,在售,住宅,斗门区白蕉镇白蕉路2,11000,珠海格力房产有限公司,307路.520路.603路.413路.B37路.B38路.520A路,城东中学.东和小学.田家炳中学.爱美乐幼儿园,星享配套，启智护航，医疗教育、商业都荟、多元化的星级配套，便捷生活一应俱全,嘉荣超市.万科生活中心.永盈商业中心.大信新都汇.家和城广场,华夏国际影城.进化国际健身俱乐部,3.0元/㎡,珠海格力物业有限公司
2185,13,/first/2185/,https://img.0756fang.com/Upload/Dictionary/2021-10/s0CD852333888482FBC600A5973EFB029.jpg/w600,恒隆御景,不在售,住宅,斗门区禾益五路88号,13000,珠海经济特区恒隆房产开发有限公司,乘坐公交307 . 520. 520a. 603 .B38.  Z268均可到达；,临近弘雅幼儿园、博雅中小学、规划中的新城中小学,处于斗门白蕉新城区；5大实力品牌开发商聚集开发,周边华发、万科、金地商业街；招商7.3万平商业综合体，井岸大信新都汇,禾益城市公园、霞山公园、尖峰山公园、博皇大酒店、井岸体育馆、黄杨山4A级风景区；等等,3.0元/㎡,恒隆物业
1327,13,/first/1327/,https://img.0756fang.com/Upload/Dictionary/2019-09/47fe9329-35f0-4c94-a82c-90ab62043d44.jpg/w600,时代水岸,不在售,住宅,斗门区东堤路280号,12000,珠海市斗门房产发展公司,项目沿河段交通路况已基本完善，通车在即，项目东侧为成裕巴士站和益力集团巴士站，经过该站的公交车线路为306路（白蕉长途客运站——北澳），前往本项目可在成裕巴士站下车。珠海市区方向：乘坐603、601、609、602、K5、K4、K6等在鳄鱼岛下车，,有联厂小学；初中：城东中学,珠澳大桥成就世界珠海，内陆唯一与港澳同时连接的城市；位处西部中心城区的核心位置，,大信新都会,教育	蓓蕾艺术幼儿园、白蕉镇中心幼儿园、成裕围小学、白蕉中心小学、联厂小学、城东中学、田家炳中学、井岸青少年宫购物/超市	自身商业街、华润万家、百惠购物中心、千惠百货、永发优惠商城、华美超市、井岸步行街、大信新都汇（在建）市场	金山市场、白蕉中心市场、城东市场、东湖市场、白藤湖市场医院	遵义五院、侨立中医,1.8元/㎡,中港城物业
2135,13,/first/2135/,https://img.0756fang.com/Upload/Dictionary/2021-04/s8D5BD1CD94424E70A521F97F15A04988.png/w600,中铁建未来城,不在售,住宅,斗门区秀湖路832号,17000,中铁建投未来城（珠海）置业有限公司,坐301、503、504、601、601B、602、602A、609、K4、K5路公交车到德昌盛景巴士站,康裕幼儿园、西江月幼儿园、城南小学、城南中学、科技学院、吉林大学,生态配套：幸福河湿地公园（在建）、尖峰山公园、黄杨河河畔公园（在建）、云峰公园（在建）医疗配套：社区医疗服务中心（在建）、西部医疗中心（在建）、遵医五院、广东省人民医院珠海医院,新万家福超市、美宜家、华润万家、万家美超市,白藤山公园、白藤湖度假村、鳄鱼岛、御温泉、金湾高尔夫,3.0元/㎡,中铁南方物业
2182,13,/first/2182/,https://img.0756fang.com/Upload/Dictionary/2021-10/s3B86F54A1FC04B5A9D1D2B27FB46C25E.jpg/w600,南光泊岸花园,不在售,住宅,斗门区翠湖路716号,20000,珠海南光西城发展有限公司,坐301、503、504、601、601B、602、602A、609、K4、K5路公交车到德昌盛景巴士站,康裕幼儿园、西江月幼儿园、城南小学、城南中学、科技学院、吉林大学,湖心新城中心片区，价值洼地，香海路直通香洲片区，30万㎡商业配套，27所学校配套，480亩幸福河湿地公园配套，高实用率户型,新万家福超市、美宜家、华润万家、万家美超市，家和城购物商场,白藤山公园、白藤湖度假村、鳄鱼岛、御温泉、金湾高尔夫,3.0元/㎡,万科物业
99,13,/first/99/,https://img.0756fang.com/Upload/Dictionary/2018-07/ade36584-2ebb-4ab3-b473-59bbd1417d38.jpg/w600,招商依云水岸,不在售,商铺,斗门区白蕉镇东堤路6,20000,珠海依云房地产有限公司,项目沿河段交通路况已基本完善，通车在即，项目东侧为成裕巴士站和益力集团巴士站（面前正在洽谈更名为招商依云水岸巴士站），经过该站的公交车线路为306路（白蕉长途客运站——北澳），前往本项目可在成裕巴士站下车。珠海市区方向：乘坐603、601、609、602、K5、K4、K6等在鳄鱼岛下车，步行2分钟到尖峰桥东站乘坐306公交至成裕巴士站，前行100米井岸方向：乘坐306公交至成裕巴士站，前行,霞山公园、尖峰山公园、一河两岸八大公园配套（凤山公园、扬帆公园、河畔广场、裕泽海滨公园、云峰公园、乔园、黄杨休闲广场、叠翠公园）,港珠澳大桥成就世界珠海，内陆唯一与港澳同时连接的城市；位处西部中心城区的核心位置，百年央企打造全国第三,华润万家已进驻招商,配 套内  容小区内配套 商业街、休闲广场、儿童活动区、健身区、社区泳池教育	蓓蕾艺术幼儿园、白蕉镇中心幼儿园、成裕围小学、白蕉中心小学、联厂小学、城东中学、田家炳中学、井岸青少年宫购物/超市	自身商业街、华润万家、百惠购物中心、千惠百货、永发优惠商城、华美超市、井岸步行街、大信新都汇（在建）市场	金山市场、白蕉中心市场、城东市场、东湖市场、白藤湖市场医院	遵义五院、侨立中医,2.6元/㎡,招商局物业管理有限公司珠海分公司
1166,13,/first/1166/,https://img.0756fang.com/Upload/Dictionary/2018-06/65a22d6a-ca54-4d55-a36b-f9e0e32682e0.jpg/w600,中邦御珑湾,不在售,住宅,斗门区白蕉镇振邦路3,12000,珠海中邦房地产开发有限公司,304路、306路、307路、603路。520路,幼儿园：刘诗昆音乐幼儿园中小学： 城东小学、田家炳中学、实验中学、区二中 大学：城市职业技术学院、广东科学,医院：遵医第五院邮局：邮政银行：中国银行、华润银行、建设银行、工商银行 农商银行 其他：市场 华润万家 华海鹏程五星级酒店,商场：华美超市、百惠购物中心、千惠百货,篮球场，网球场，健身会所，泳池,3.0元/㎡,万科物业
79,13,/first/79/,https://img.0756fang.com/Upload/Dictionary/2019-10/75047030-66a3-4a1d-baf6-e2cdfe192bda.jpg/w600,华发依山郡,不在售,住宅,斗门区龙胜路699号,9000,珠海华郡房产开发有限公司,西部沿海高速便捷连接新香洲市区，快速通达中山、广州、江门；临近香海快速路，香海大桥于年初获批，预计2020年建成，建成后到市区车程短；江珠高速快捷连接珠海大桥、华发商都，至市区车程短；广佛江珠轻轨斗门落脚，享受广州都市生活；,自配容闳体系幼儿园，临近市重点学校斗门一中，还有斗门二中、龙西小学等重点公立学校，涵盖幼儿园至高中一站式教育配套；,（1）户外有氧健身：风情慢跑道，超大景观泳池，运动就在家门口。（2）休闲放松：超长景观主轴、中轴园林百兆WiFi、水松林湿地休闲长廊。（4）主题儿童乐园：为全龄段儿童提供游乐活动。（5）多功能运动场：篮球、羽毛球运动场地，适合全家参与。（6）室外会客厅：邻里交往空间，提供舒适的社交活动空间。,项目拥有360米长风情商业街，华发统一进行招商管理，家门口就能满足日常购物需求；,超长景观主轴，中轴园林百兆WiFi，水松林湿地休闲长廊，风情散步道，超大景观泳池，篮球场、羽毛球场、儿童游乐园一应俱全，满足全龄人群休闲、健身、娱乐等需求，商业街；,2.9元/㎡,华发物业
2225,13,/first/2225/,https://img.0756fang.com/Upload/Dictionary/2022-04/s4293556E7CBA4C0596BB329CD70F7D5F.jpg/w600,建粤商务中心,不在售,商办,珠海珠峰大道以东，尖,12000,珠海建粤商务有限公司,毗邻城市主干道珠峰大道，15分钟通达珠海机场及莲州通用机场，双城规环绕出门即是地铁口（规划）；303路、307路、405路、502路、601B路、602路、602A路、K6路公交车,实验小学、实验中学、华发容闳国际幼稚园、珠海理工学校,无敌景观：背靠尖峰山，黄杨河环绕，上风上水之地。山景、水景、城市景观一应俱全；,商业休闲购物，办公、酒店公寓业态全涵盖；名典咖啡、东方食府、雙玲瑜伽馆、如煊健身会所、万象城超市、盈亨酒店、华润万家超市、新鲜蔬果市场、各色餐饮店等,情景式步行街：片区首个由独栋商墅组成，独具岭南风格的情景式步行街区；南靠14公里黄杨河，毗邻省级湿地公园--华发水郡湿地公园,3.5元/㎡,铭泰物管
2144,13,/first/2144/,https://img.0756fang.com/Upload/Dictionary/2022-01/s579A124E556D4E4DAAFA19B141D03D0B.jpg/w600,时代倾城双生花,不在售,住宅,斗门区白蕉镇新环路7,14500,时代地产,304路、306路、307路、603路。520路,幼儿园：蓓蕾艺术幼儿园、小区品牌幼儿园中小学： 城东小学、田家炳中学、实验中学、区二中 大学：城市职业技术学院、广东科学,医院：遵医第五院邮局：邮政银行：中国银行、华润银行、建设银行、工商银行 农商银行 其他：市场 华润万家 华海鹏程五星级酒店,商场：华美超市、百惠购物中心、千惠百货,星级会所：阅览室、麻将房、VIP接待、私家菜、KTV房、生活馆、室内恒温泳池、室内篮球馆、室外三合一池、桌球、乒乓球、360度景观健身房等,3.0元/㎡,时代物业
2061,13,/first/2061/,https://img.0756fang.com/Upload/Dictionary/2020-09/s5223BA0735F645CC94F7A30E41824083.jpg/w600,恒大滨江左岸,不在售,住宅,斗门区白藤九路113,14500,珠海市人坤恒房地产开发经营有限公司,在交通方面，可以简单用五横五纵一机场（五横：西部沿海高速、香海大桥、珠海大桥、洪鹤大桥、金海大桥；五纵：广佛江珠城轨、广珠城轨、湖心路、广佛江珠高速、广澳高速；机场：珠海金湾机场）来概括。位于我们项目西侧的这条是湖心路，三区交界，是整个西区的一个咽喉要道。我们项目南侧是珠海大桥， 珠海大桥目前是通往主城香洲的必经之路， 经过珠海大桥去到香洲市区开车要花费大约40 分钟时间。项目北侧就是香海大桥，这,在我们项目周边 5km 范围内有约 10 个幼儿园、更有省重点小学--齐正小学、重点中学--斗门实验中学、白藤湖中学、城南中学，可谓是学府环绕；,恒大斥巨资打造的约 4 万㎡的中心湖景与园林。 项目住宅占地 5.8 万㎡，湖景园林就有 4 万㎡！加上 3 万平的白藤湖相伴。,距离我们项目 1 公里的位置有家和城大型综合商业体，再往北去有大信新都汇，往东面去可以到达华发商都，后期区域内还将建设 3 个大型购物中心（爱琴海购物中心、金茂商城、豫园商城），而且都在几分钟车程内，逛街、购物、看电影都是非常方便的。,在项2公里范围内有最大的湿地公园“幸福河生态公园”和已开放的白藤山生态公园；片区内文旅景点也很丰富：项目周边有斗门古街、金台寺、黄杨山、白藤湖度假区、鳄鱼岛、御温泉度假村、华发水郡省级湿地公园、竹州水乡、十里莲江等等。,3.0元/㎡,恒大金碧物业
1142,13,/first/1142/,https://img.0756fang.com/Upload/Dictionary/2016-01/58fdabd8-3ebe-4740-bc76-80c8aaeaab41.jpg/w600,江南岸随园,不在售,住宅,斗门区白藤湖湖中路1,20000,珠海市中良房地产投资有限公司,交通可乘坐603、601、601B、602、602A、609、504、301、503,白藤湖中学、白藤湖中心小学 。幼儿园、颖星幼儿园(白藤三路) 、西江月幼儿园 ,本项目占地64000平方米，拥有低容积率以及高使用率。项目背靠斗门白藤湖，可足不出户享受一线湖景，西湖度假村，空气清新，环境优美。,隔壁有家和城，大型集中商业，涵盖超市、影院、百货等多种业态，规模逾三万平米，华润万家强势进驻!小区自带7000平商业! 开发商统一招租管理。,白藤山公园、白藤湖度假村、鳄鱼岛、御温泉、金湾高尔夫,2.9元/㎡,珠海市泓利博德物业管理有限责任公司
36,13,/first/36/,https://img.0756fang.com/Upload/Dictionary/2016-05/a835ef2c-dfd1-4ea5-969e-7a7d5112bb57.jpg/w600,东方威尼城,不在售,住宅,斗门区湖心路2223,13000,珠海市中港城房地产有限公司,到拱北、香洲、中山及珠三角均可有直达；（504/601到拱北，602/609到香洲，301/306/307/603到吉大小学：,白藤湖小学；中学：白藤湖中学；幼儿园：小区内幼儿园。,周边配套购物：小区内商业广场。肉菜市场；白藤头市场、白藤湖市场。,,医疗：同和医院（在建），井岸遵义医院。休闲娱乐：酒店、会所、商业广场、游泳池、篮球场、网球场、阅览室、儿童娱乐设施。,2.5元/㎡,
2171,13,/first/2171/,https://img.0756fang.com/Upload/Dictionary/2021-08/s00229813A11246038B928D8D7E28A668.jpg/w600,奥园丽水湾居,不在售,住宅,斗门区井岸镇江湾中路,18800,珠海市新深珠房产置业有限公司,井岸大桥；尖峰大桥；井岸三桥（规划中）；鸡啼门特大桥；香海大桥（在建中）；洪鹤大桥（在建中）；珠海隧道（在建中）；机场高速（在建中）；珠斗城际轨道（规划中）；珠海城轨（规划中）；广佛江珠轻轨（规划中）；大湾区城际铁路（规划中）,幼儿园：斗门区实验幼儿园、新徽幼儿园小学：斗门区实验小学中学：斗门区实验中学,斗门浪漫西堤路旁，毗邻黄杨母亲河，约80-165㎡阔景大宅，滨江自然风光尽收眼底,大信新都汇：占地面积4万㎡，建筑面积近17万㎡，是斗门最大的商业综合体家和城广场：占地面积近3万㎡，中影佰纳国际影城面积达4000㎡，配备豪华标准影厅井岸步行街：最具珠海地方特色的小吃购物一条街富元广场（在建中）：总建筑面积20万㎡，建筑高度98.9米，建成集国际知名品牌希尔顿五星级酒店、休闲购物、总部办公及商务公寓为一体的国际化商业综合体约1km生活市场：坭湾市场、中兴南市场,黄杨河、霞山公园、西堤公园、鱼岛、尖峰山、尖峰山森林公园、斗门市民公园黄杨河：享受政府”黄杨河一河两岸景观规划政策“区域规划红利黄杨河“一河两岸”综合开发项目，北起井岸二桥，南至华发水郡，长约11公里，整个项目建设用地约10平方公里，项目总投资约35亿元。,2.9元/㎡,奥园物业
1311,13,/first/1311/,https://img.0756fang.com/Upload/Dictionary/2019-07/7a60525b-864e-471e-8223-816b347b5632.jpg/w600,诚丰新园,不在售,住宅,斗门区湖心路1288,14000,珠海诚丰集团有限公司,坐301、503、504、601、601B、602、602A、609、K4、K5路公交车到诚丰新园站,西江月幼儿园、城南小学、城南中学、科技学院、吉林大学,诚丰新园项目位于金湾、斗门双城及连接市区的门户区位，交通便利、周边生活配套完善，自然景观优越，集居住、购物、休闲、赏心悦目的生态环境于一体。伴随未来城市中心地位逐步确立，升值空间巨大。,美宜家、华润万家、万家美超市,白藤山公园、白藤湖度假村、鳄鱼岛、御温泉、金湾高尔夫,1.6元/㎡,珠海诚丰集团有限公司
131,13,/first/131/,https://img.0756fang.com/Upload/Dictionary/2018-04/b927a3f9-0482-4049-8bd6-a5ae1c1c1cc7.jpg/w600,诚讳丽苑,不在售,住宅,斗门区白藤二路768,16800,珠海市诚讳房地产开发有限公司,公交车多达20条线路，是出入斗门、金湾和市区所有公交车必停的站点，交通极为便利。目前金湾立交已经全面开通，由本小区到红旗城区不到3分钟，市区20分钟即可到达，到珠海机场20分钟，2015年开建的直达市区的珠海第二通道“香海路”在西部主城区的出入口离本小区不足2公里。交通线路：602路（海泉湾----拱北）、204路（平沙——凤凰北）、501路（白蕉—平沙）、 502路（白蕉——南水）、503（,中小学：幸福小学、金湾一小、城南小学、城南中学、珠海市实验中学、红旗中学、白藤湖中心小学、白藤湖初级中学,工商银行、农业银行,万家美购物中心、 嘉润百货、荣一连锁、红旗市场、白藤湖海鲜市场、益百家超市、华润万家,电力家和城商业街、贺富海鲜酒楼、白藤湖度假村、斗门酒吧街,2.5元/㎡,珠海东启物业有限公司
2021,13,/first/2021/,https://img.0756fang.com/Upload/Dictionary/2020-07/s6FAE12917CF84F699D4FC36151FB0D2C.jpg/w600,新力湾花园,不在售,住宅,斗门区珠峰大道303,12000,新力地产,港珠澳大桥：是未来拉动大湾区的最大命脉，是串联着珠海最具潜力的经济命脉，这条路路相通的大桥经济直接决定了我们项目的区位站位是世界级的，是珠海价值高地，同时也是价格洼地！香海大桥：全长17.344公里，总投资42.8亿元，预计2021年建成通车，建成后，从斗门到达珠海主城区仅需20分钟车程。机场高速：距离本项目，珠海机场到项目只需20分钟。双湖路（在建中）：西部中心城区双湖路，跨越鸡啼门水道，是连接,"华中师范珠海附中距项目仅600米，学校总建筑面积约20万m2，拥有6000个高中优质学位,可谓说就读无优。未来必将成为珠海市乃至广东省的“创新型、国际化”的现代品牌学校，五年间，合办学校师生获得国家级奖项451人次，省级奖项1455人次。近年高考，理科过一本线687人，重点率99.0%，文科过一本线82人，重点率97.6%。项目还配建幼儿园等一站式全龄段优质教育。",?中国&#183;珠海&#183;斗门最具升值潜力?，机场高速首发站?珠峰大道正中心，15分钟即达金湾华发商都，距香港澳门（房价8-15万）40分钟，距横琴（房价4-6万）30分钟，距香洲片区（房价3.4-6万）35分钟，项目周边（房价1.4-2.4万），新力湾正属价格洼地、价值高地,项目自带建面近5000m2商业街。周边商圈、大信新都汇，盛客购物广场、金湾华发商都,尖峰山公园、斗门市人民公园、省级湿地公园、黄杨河景观带等。,0.0元/㎡,新力物业
44,13,/first/44/,https://img.0756fang.com/Upload/Dictionary/2016-10/52bb0a3d-724f-4ce5-8e69-71f11c31ba3d.jpg/w600,时代倾城(四期),不在售,住宅,斗门区白蕉镇胜利河路,14000,时代地产,304路、306路、307路、603路,幼儿园：蓓蕾艺术幼儿园、小区品牌幼儿园中小学： 城东小学、田家炳中学、实验中学、区二中 大学：城市职业技术学院、广东科学院,医院：遵医第五院邮局：邮政银行：中国银行、华润银行、建设银行、工商银行 农商银行 其他：市场 华润万家 华海鹏程星级酒店,商场：华美超市、百惠购物中心、千惠百货,小区内部配套：星级会所：阅览室、麻将房、VIP接待、私家菜、KTV房、生活馆、室内恒温泳池、室内篮球馆、室外三合一池、桌球、乒乓球、360度景观健身房等,3.0元/㎡,时代物业
2108,13,/first/2108/,https://img.0756fang.com/Upload/Dictionary/2020-12/s00DC77950D40494C92E07E42ED0F5F0E.jpg/w600,奥园丽景花园,不在售,住宅,斗门区井岸镇兆荣路1,16000,珠海市正新投资有限公司,公交站：可乘303路; 307路; 405路; 502路; 601b路; 602a路; 602路,珠峰中学，珠峰小学，井岸四中，幼儿园：珠海斗门容闳幼稚园,商业街、会所、幼儿园、泳池、体育活动场地 五星级酒店、游艇码头（规划）、会所、泳池、商业街、幼儿园、康体设施等。小区配套完善，舒适度高，地段位置优越，住房的首选佳地。,水果市场 水产批发街 城南市场 河畔食街 益利大酒店 珠海斗门酒吧城 金湾高尔夫 耀朗俱乐部,五星级酒店、游艇码头（规划）、会所、泳池、商业街、幼儿园、康体设施等。,3.0元/㎡,奥园物业
1159,13,/first/1159/,https://img.0756fang.com/Upload/Dictionary/2018-06/7bbef59b-8d8e-4e7d-b85d-b136f4e86089.jpg/w600,万威雅仕郡,不在售,住宅,斗门区连桥路529号,11900,万威地产,斗门区纵横交错的交通网络，形成以斗门区为中心，全面覆盖香洲区、珠海机场、高栏港、中山、江门的“半小时生活圈”，更进一步拉近珠海建设珠江西口岸交通枢纽城市的目标。目前已经通车的丼岸二桥大大缩短了与了与金台寺、御温泉、海泉湾等旅游圣地的距离。在建的香海路预计2016年年底建成通车，建成以后到珠海市区仅20分钟。白蕉作为湖心路口的延伸，未来的发展不可估量。正在建设的广佛江珠城规，日后将在项目东面白蕉开发,,斗门区目前是政府重金打造的西部中心城区。“一河两岸”规划，四座大桥横跨黄杨河，建成以后斗门区将成为融行政办公、商业娱乐、市场物流和居住休闲为一体的西部中心城；,,,1.8元/㎡,万威物业
2145,13,/first/2145/,https://img.0756fang.com/Upload/Dictionary/2016-10/19ca7b04-3699-46f6-8c69-df4f7a22d737.jpg/w600,时代香海彼岸,不在售,住宅,斗门区白藤九路36号,15200,珠海市锦荣房地产开发有限公司,301、503、504、601、601B、602、602A、609、K4、K5路公交车香海彼岸巴士站下,齐正小学、城南中学、科技学院、吉林大学,约2万㎡大型生活休闲商业街区，省级奢华游泳池，标准篮球场，儿童活动广场等。,新万家福超市、美宜家、华润万家、万家美超市,白藤山公园、白藤湖度假村、鳄鱼岛、御温泉、金湾高尔夫,3.0元/㎡,时代物业
1312,13,/first/1312/,https://img.0756fang.com/Upload/Dictionary/2019-07/45823daf-4992-47b2-b217-9faec4445f68.jpg/w600,建发玺园,不在售,住宅,珠海市斗门区湖心路2,20500,珠海市斗门汇业房地产开发商有限公司,交通可乘坐603、601、601B、602、602A、609、504、301、503,白藤湖中学、白藤湖中心小学 幼儿园、颖星幼儿园(白藤三路) 、西江月幼儿园,本项目自带45000平方米，拥有低容积率以及高使用率。项目背靠斗门白藤湖，可足不出户享受一线湖景，西湖度假村，空气清新，环境优美。,隔壁有家和城，大型集中商业，涵盖超市、影院、百货等多种业态，规模逾三万平米，华润万家强势进驻! 小区自带4.5万平商业! 购物就在家门口,白藤山公园、白藤湖度假村、鳄鱼岛、御温泉、金湾高尔夫,3.0元/㎡,珠海怡家园
64,13,/first/64/,https://img.0756fang.com/Upload/Dictionary/2017-10/ce11313a-1335-466a-97f9-171d54f6565e.jpg/w600,金地格林泊乐,不在售,住宅,斗门区白蕉镇虹桥三路,15500,金地集团,公交站304路、306路、307路、603路；白蕉长途客运站；井岸中心站,田家炳中学、城东中学、成裕围小学 、联厂小学、东和小学、青少年宫、蓓蕾艺术幼儿园；,鳄鱼岛公园、湿地公园、尖峰山公园，黄杨山（有珠江门户第一峰之称，境内海拔581米）、黄杨河岸公园、金台寺、御温泉度假村,自身配套商业街、东湖市场、白藤湖市场 、井岸步行街、丽湖名居商业广场、粤港家私城、桥东家私城、金山市场、斗门装饰建材城、华联汽车城,乡村俱乐部、白藤湖、灯笼纱水上婚嫁是非物质文化保护遗产超六星级会所,2.8元/㎡,金地物业
1456,13,/first/1456/,https://img.0756fang.com/Upload/Dictionary/2020-05/s6C2CF734BE7F4EFF9B51C9810F0100C5.jpg/w600,湖心公馆,不在售,住宅,斗门区翠湖路308号,24500,中国铁建,斗门西进首站，多维立体交通，瞬达全市，香海路一瞬香洲，湖心路、珠海大道快速通达全市，江珠高速、京珠高速、广珠城轨轻松实现珠三角便捷生活。,乐思幼儿园，齐正小学，城南学校、红旗中学，珠海城职学院，珠海艺术学院，广东科干学院,市西进首站，金湾立交多维立体交通，瞬达全市！地处西部中心城区A片区核心，定位珠海西部主城区！24万㎡高品质生态人居社区，5000㎡特色商业步行街，比邻10万㎡家和城广场商业综合体，一站式醇熟配套！齐正小学、城南学校、红旗医院、西部医疗中心等教育、医疗齐全！,比邻10万㎡家和城广场商业综合体，一站式醇熟配套,中影佰纳影院、金湾高尔夫、鳄鱼岛酒吧街、飞沙滩、御温泉度假村、斗门古街等,3.0元/㎡,中铁建物业
1347,13,/first/1347/,https://img.0756fang.com/Upload/Dictionary/2019-11/070e74b6-0050-4aa0-830e-3a175dacf8fc.jpg/w600,龙光玖龙山,不在售,住宅,斗门区霞峰路898号,12000,珠海市美地房地产开发有限公司,406 路    407路    501 路,井岸南湾幼儿园、东风小学、井岸第一小学、斗门第四中学，教育无忧,御温泉度假区，金台寺，鳄鱼岛，斗门古街，黄杨山环绕，大自然氧吧,坐拥大信新都汇商圈成熟配套，北澳市场，锦鸿百货、斗门步行街、白马地下购物城、金龙轩火锅城、孖仔海鲜餐厅,霞山公园，休闲广场，尖峰山公园，步行街，体育馆，西提公园,3.0元/㎡,龙光物业
1467,13,/first/1467/,https://img.0756fang.com/Upload/Dictionary/2020-05/s9121EA4F9ED7415BB1AEA4D13B830A06.jpg/w600,富元广场,不在售,商住,斗门区河通路68号 ,16500,珠海市富元商业发展有限公司,406 路    407路    501 路,井岸南湾幼儿园、东风小学、井岸第一小学、斗门第四中学,御温泉度假区，金台寺，鳄鱼岛，斗门古街，黄杨山环绕，大自然氧吧,坐拥大信新都汇商圈成熟配套，北澳市场，锦鸿百货、斗门步行街、白马地下购物城、金龙轩火锅城、孖仔海鲜餐厅,霞山公园，休闲广场，尖峰山公园，步行街，体育馆，西提公园,5.0元/㎡,中山康佳物业管理有限公司
1468,13,/first/1468/,https://img.0756fang.com/Upload/Dictionary/2020-05/s3AF68E57B17B4BED9FA06669279D0FAF.jpg/w600,广银大都会,不在售,,斗门区乾务镇盛兴二路,9500,江西广银实业集团有限公司,1) 珠峰大道未来直接接驳“香海大桥”往斗门、香洲只需20 分钟，是与珠海大道同为贯穿东西主干道；2) 未来珠海轨道5 号线“珠斗城际” 将设“富山站”、“乾务站（待定），与本案支持之距。3) 项目门口的盛兴二路将往东西延长，东往一公里不到直达镇政府，2 公里直达珠海中学；西过河涌接驳南兴大道往平沙4) 未来项目西向建设连港大道（全互通立交），贯穿珠海大道，通往高栏港附,幼儿园：乾务镇中心幼儿园、童之梦幼儿园、东澳幼儿园小学：斗门区乾务中心小学、珠海新徽实验学校中学：乾务中学、乾雷中学高中：珠海中学（国家级示范性高中）,广银大都会代表的不仅仅是一种普通住宅，而且一种生活方式，一种乾务的人居生活方式，将为 新一代乾务人打造属于自己独特的人居标杆的住宅，从更多的客户体验度出发，无论是小区物业 管理还是社区生活配套上，广银集团都力求做到极致，让您爱上这种独特的生活方式。,西埔：西埔步行街、益万商业步行街（西埔鸡嘴车站旁）、天和百货广场、好又多生活超市、嘉洲时尚广场、东润百货、众客隆百货新青:佳缘广场乾务：金佳美百货、乐多超市、美乐福百货,西埔：八大碗、大碗菜、九玖湘、老牛火锅店乾务：大金美食、粤昌饭店、梦想家西餐厅、乾城私房菜公园 大栋山公园、华发湿地公园、尖峰山公园,3.0元/㎡,广银物业
31,13,/first/31/,https://img.0756fang.com/Upload/Dictionary/2017-07/5e853cef-00e5-478c-a171-2ec5c95332d4.jpg/w600,万威森林园,不在售,住宅,斗门区湖心路1133,17500,珠海市万威房地产投资有限公司,坐301、503、504、601、601B、602、602A、609路公交车到万威美地站,康裕幼儿园、西江月幼儿园、城南小学、城南中学、科技学院、吉林大学,万威森林园，位处中国珠海西部中心城内环地段，坐落于珠海大道与湖心路交汇处，珠海大道是贯通珠海东西主城区的主干道，而湖心路则是西部中心城区的中轴大道,新万家福超市、美宜家、华润万家、万家美超市,白藤山公园、白藤湖度假村、鳄鱼岛、御温泉、金湾高尔夫,3.9元/㎡,珠海万威物业管理有限公司
