property_company,developer,property_fee,house_type,surr_envi,surr_school,surr_trafic,surr_business,surr_entertain,id
,,0.0 元/平米*月,住宅,,,,,,1184
,,0.0 元/平米*月,住宅,,,,,,3489
,,0.0 元/平米*月,住宅,,,,,,1562
,,0.0 元/平米*月,住宅,周围5分钟范围有美都休闲广场，金海岸中学，海华小学，海华幼儿园，博雅幼儿园，亲子团培训中心，,金海岸中学，海华小学，海华幼儿园，博雅幼儿园，亲子团培训中心，金彤幼儿园，遵义医学院，吉林大学,201.504.207.K9等珠海机场,商业超市，益佰家，幸福超市，得一超市，好而佳超市，华润万家，农业银行，交通银行，华润银行，建设银行，邮政,有美都休闲广场，新世界室内球场，游泳池，三灶文化中心,1634
珠海金路物业有限公司,珠海经济特区西部龙力置业有限公司,2.5 元/平米*月,住宅,项目靠近原生山林观音山，风景优美，,海华幼儿园，海华小学，金湾二小，金海岸中学，省实验中学珠海分校，遵义医学院，吉林大学珠海分校,公交车201   207   504   801   K9   Z01   Z02   Z03   三灶汽车客运站   珠海机场,百福汇超级购物广场，翰林商业广场，福万家购物广场,金海岸文化艺术中心，珠海航展馆，西湖公园,1636
广安街道办,,0.0 元/平米*月,住宅,曼哈顿酒店、红旗便民市场，肯德基、来此购超市、益百家超市、金湾人力资源中心,金湾一小，红旗中学，珠海艺术学院、 珠海市城市职业技术学院、 广东省科学技术职业学院,504、202、813路到红旗客运站巴士站下车。,华润万佳、益百佳超市、百福汇、来此购超市，农贸市场，广安市场、白藤山公园、西湖城区公园等,003广场、海泉湾、御温泉、金湾高尔夫球场、红旗沁心园广场图书馆、易乐园度假村红旗中心广场、体育广场、白藤山公园、西湖城区公园。,1482
,,0.0 元/平米*月,住宅,,,202路605路K5路504路,,,1353
,,0.0 元/平米*月,住宅,周围5分钟范围有美都休闲广场，金海岸中学，海华小学，海华幼儿园，博雅幼儿园，亲子团培训中心，,有美都休闲广场，新世界室内球场，游泳池，三灶文化中心,201.504.207.K9等珠海机场,商业超市，益佰家，幸福超市，得一超市，好而佳超市，华润万家，农业银行，交通银行，华润银行，建设银行，邮政,,1436
华发物业,珠海市碧湖房地产开发有限公司,3.0 元/平米*月,住宅,环拥航空城小学、金湾一中、实验中学、吉林大学珠海学院、遵义医学院、省高职院、市城职院，精英教育同步国际；毗邻三甲医院广东省人民医院珠海医院（金湾中心医院），顶尖医疗为生活护航；国际商务中心、市民艺术中心、产业服务中心、公共文化中心、珠海奥体中心、青少年妇幼儿童娱乐中心、近享金湾航空新城规划展览馆、金湾区美术馆等文化设施。,金湾一中、广东科学技术职业学院、珠海城市职业技术学院、珠海市实验中学、拟建及规划中增加2所中学，4所小学，7所幼儿园,海陆空全维度贯穿，城市对外交通起点，粤港澳都会圈中枢快速接驳三轨（广珠城轨珠机支线、广佛江珠城轨、广珠铁路）、五路（西部沿海高速、江珠高速、机场高速、机场北路、机场东路）、五桥（港珠澳大桥、珠海大桥、香海大桥、洪鹤大桥、金海大桥）、五机场（珠海机场，澳门国际机场、香港国际机场、深圳国际机场、广州国际机场），广东重要港口高栏港，城市东西快速公交（BRT），形成海陆空立体交通网络。,金湾航空新城占地3.8平方公里，由新加坡“规划之父”刘太格倾力打造，构筑山、海、湖、城相融的水上滨海花园城市，将建成汇聚国际商务中心、市民文化中心、产业服务中心“三大中心”，滨水景观带，滨湖景观长廊，满足行政、商业、酒店、办公、休闲、会展、创新等各种功能的高端核心区域。,紧邻10万㎡大型公园、中心河沿岸绿化景观、金湖公园、湿地公园，营造鲜氧无比的生态休闲公共空间；,6628
,,0.0 元/平米*月,住宅,,,,,,6435
保利物业,保利、碧桂园,2.9 元/平米*月,住宅,高栏港平沙新城是港产城融合标杆，拥有9大产业集中群，49条航线和5大码头，真正意义上的港珠澳价格洼地，下一个宜居新城和产业投资热点,平沙新城教育配套规划有3所小学、3所中学（初中）。我们项目南侧就是平沙新城学校，学校总用地面积约3.7万㎡，建筑面积约3万㎡，预计设置36个班（公办学位），九年一贯制，明年9月即可建成使用，真正意义上的教育就在家门口。,项目位置紧邻高栏港高速，往西则与西部沿海高速和黄茅海大桥对接，可通达珠三角各地，与珠三角地区形成1小时经济圈；往南可接驳珠海大道，经珠海大道可与港珠澳大桥西沿线相接，可快速通达珠海市区及港澳,平沙镇的文德广场、钰海国际广场，填补了高栏港区商业的空白。在项目旁边的邻里中心，用地面积约2.5万㎡，未来也可满足业主的生活需求，预计2020年上半年开工建设，2021年建成。,平沙镇的文德广场、钰海国际广场，填补了高栏港区商业的空白。在项目旁边的邻里中心，用地面积约2.5万㎡，未来也可满足业主的生活需求，预计2020年上半年开工建设，2021年建成。,42896
,,0.0 元/平米*月,住宅,金湾三灶 唐人街附近 黄金位置 繁华地段，闹中取静，周边配套一应俱全，顶楼空气好，采光通风好，天然跑步机，让你更健康！ ，视野开阔 开阔，出行交通都非常方便,三灶幼儿园，万宝幼儿园，三灶小学，三灶中学,5分钟到达机场西路高速路口，10分钟到达金海大桥，15分钟到达洪鹤大桥，10分钟到达金湾机场。,十分钟生活圈，得一超市，鹏泰超市，益百家超市，唐人街市场 ，,伟民广场，泰宝山，金山林，鸿银酒店，银柜KTV，傲视影院，鹏泰购物广场，唐人街市场等等。,1433
,,0.0 元/平米*月,住宅,周围5分钟范围有美都休闲广场，金海岸中学，海华小学，海华幼儿园，博雅幼儿园，亲子团培训中心，,金海岸中学，海华小学，海华幼儿园，博雅幼儿园，亲子团培训中心，金彤幼儿园，遵义医学院，吉林大学,201.504.207.K9等珠海机场,商业超市，益佰家，幸福超市，得一超市，好而佳超市，华润万家，农业银行，交通银行，华润银行，建设银行，邮政,有美都休闲广场，新世界室内球场，游泳池，三灶文化中心,1435
,,0.0 元/平米*月,住宅,,,,,,1497
,,0.0 元/平米*月,住宅,,,,,,1622
,,0.0 元/平米*月,住宅,,,,,,2000
,,0.0 元/平米*月,住宅,,,,,,1577
,,0.0 元/平米*月,住宅,周围5分钟范围有美都休闲广场，金海岸中学，海华小学，海华幼儿园，博雅幼儿园，亲子团培训中心，,金海岸中学，海华小学，海华幼儿园，博雅幼儿园，亲子团培训中心，金彤幼儿园，遵义医学院，吉林大学,201.504.207.K9等珠海机场,商业超市，益佰家，幸福超市，得一超市，好而佳超市，华润万家，农业银行，交通银行，华润银行，建设银行，邮政,有美都休闲广场，新世界室内球场，游泳池，三灶文化中心,3479
,,0.0 元/平米*月,住宅,003商业广场，金湾一小，春天幼儿园，来此购超市，益百家超市，曼哈顿酒店，农业银行，华润银行，邮政银行，客都宾馆，派出所，广安居委会，珠海实验中学，广东省科技干部学院，广东省艺术学院，广东省城市职业学院,金湾一小，红旗中学，机关幼儿园，春天幼儿园，花城幼儿园，珠海实验中学,"乘204、206、605、608、K8、803路至艺术学院下车，沿广安路前行约500米,；或乘202、703、815路至红旗站下车往东走约550米均可到达本项目。",曼哈顿酒店、红旗便民市场，肯德基、来此购超市、益百家超市,,3607
,,0.0 元/平米*月,住宅,周围5分钟范围有美都休闲广场，金海岸中学，海华小学，海华幼儿园，博雅幼儿园，亲子团培训中心，,金海岸中学，海华小学，海华幼儿园，博雅幼儿园，亲子团培训中心，金彤幼儿园，遵义医学院，吉林大学,201.504.207.K9等珠海机场,商业超市，益佰家，幸福超市，得一超市，好而佳超市，华润万家，农业银行，交通银行，华润银行，建设银行，邮政,有美都休闲广场，新世界室内球场，游泳池，三灶文化中心,3508
,,0.0 元/平米*月,住宅,周围5分钟范围有美都休闲广场，金海岸中学，海华小学，海华幼儿园，博雅幼儿园，亲子团培训中心，,金海岸中学，海华小学，海华幼儿园，博雅幼儿园，亲子团培训中心，金彤幼儿园，遵义医学院，吉林大学,201.504.207.K9等珠海机场,商业超市，益佰家，幸福超市，得一超市，好而佳超市，华润万家，农业银行，交通银行，华润银行，建设银行，邮政,有美都休闲广场，新世界室内球场，游泳池，三灶文化中心,3513
,,0.0 元/平米*月,住宅,,,,,,1182
,,0.0 元/平米*月,住宅,,,,,,1220
,,0.0 元/平米*月,别墅,,,,,,1244
,,0.0 元/平米*月,住宅,,,,,,1235
,,0.0 元/平米*月,住宅,,,,,,4879
,,0.0 元/平米*月,住宅,,,,,,4829
,珠海先声贸易有限公司,3.0 元/平米*月,住宅,项目场址南侧为金海岸大道，本项目设有两个出入口：其一为东北侧小区主入口，邻近规划路；其二为东北侧小区车行出入口。 ,金海岸小学、金湾二小、金海岸中学、金湾一中、万科大地国际幼儿园、金彤幼儿园,信汇上品苑位于珠海市金湾三灶三灶镇金海岸大道以北，由珠海先声贸易有限公司开发，临近机场东路（S272），位于规划金海大桥（三灶——横琴）落脚点的桥头堡，距离珠海机场、航空新城10分钟车程，项目用地面积15017.5m2，用地性质为商业、住宅用地。,信汇上品苑附近一带，以教育资源来说，便有三灶镇中心幼儿园、海华小学、金海岸中学、三灶中学等；从配套设施来看，周边有达捷自选商场、荣发百货商场、广发百货等商超；生活娱乐方面，信汇上品苑周围有凤鸣电影院、列圣生态休闲公园、翠竹园海鲜城、上岛咖啡等生活娱乐场所，项目周边配套齐全。 ,黄绿背公园、金海岸文化艺术中心图书馆,4913
广安街道办,,0.0 元/平米*月,住宅,003商业广场，金湾一小，春天幼儿园，来此购超市，益百家超市，曼哈顿酒店，农业银行，华润银行，,机关幼儿园，花城幼儿园，三板小学,202路、813路、503路、504路,益百家超市，三板市场,K立方，海祥湾酒店，银翔商务酒店,3905
玉兰湖庭物业管理,珠海宏邦置业有限公司,0.0 元/平米*月,住宅,红旗中心市场、百合超市、百汇超市、003广场、永泰商场,金湾一小，红旗中学，珠海艺术学院、 珠海市城市职业技术学院、 广东省科学技术职业学院,乘坐202路公交车到红旗总站下车；乘坐204、206、605、608路公交车在南翔路口巴士站下车,中国建设银行、工商银行、农业银行、珠海农村信用社、红旗医院、济生医药、嘉宝华药房、红旗市场、白藤湖海鲜市场、珠海市金湾区红旗中学,202红旗-吉大，504井岸—三灶，503井岸—小林，608平沙—拱北 204凤凰北-平沙，605珠海港-香洲，803平沙—三灶,3940
,,0.0 元/平米*月,住宅,,,,,,4095
,,0.0 元/平米*月,住宅,,,,,,4120
,,0.0 元/平米*月,住宅,,,,,,4121
,,0.0 元/平米*月,住宅,周围5分钟范围有美都休闲广场，金海岸中学，海华小学，海华幼儿园，博雅幼儿园，亲子团培训中心，,金海岸中学，海华小学，海华幼儿园，博雅幼儿园，亲子团培训中心，金彤幼儿园，遵义医学院，吉林大学,201.504.207.K9等珠海机场,商业超市，益佰家，幸福超市，得一超市，好而佳超市，华润万家，农业银行，交通银行，华润银行，建设银行，邮政,有美都休闲广场，新世界室内球场，游泳池，三灶文化中心,4145
,,0.0 元/平米*月,地皮,周围5分钟范围有美都休闲广场，金海岸中学，海华小学，海华幼儿园，博雅幼儿园，亲子团培训中心，,金海岸中学，海华小学，海华幼儿园，博雅幼儿园，亲子团培训中心，金彤幼儿园，遵义医学院，吉林大学,201.504.207.K9等珠海机场,商业超市，益佰家，幸福超市，得一超市，好而佳超市，华润万家，农业银行，交通银行，华润银行，建设银行，邮政,有美都休闲广场，新世界室内球场，游泳池，三灶文化中心,4327
,,0.0 元/平米*月,住宅,,,,,,4685
,,0.0 元/平米*月,住宅,,,,,,4512
,,0.0 元/平米*月,住宅,,,,,,4977
碧桂园,碧桂园,0.0 元/平米*月,住宅,项目周边自然景观优秀，拥有珠海最齐全的生态公园，六大中心地标、五大景观生活带,规划中小学用地6处（小学4所，中学2所），是教育资源至集中完善的区域；,,和大福百货、得一百货、钰海国际广场，文德广场、华润万家,将设立在海岸线附近，打造包括酒吧、娱乐、餐饮的滨海休闲区域，打造港区内高端休闲娱乐场所。,6509
,,0.0 元/平米*月,住宅,,,,,,6705
佳兆业物业,珠海浩辉商务服务有限公司,3.0 元/平米*月,住宅,  观音山郊野公园    西湖湿地公园,金湾二小  海华小学   金海岸中学,斜尾公交站  斜尾新村公交站    201    504    801   k9  ,唐人街   益百家  鹏泰百货   得一超市,灵瑞洞   金沙滩      金悦俱乐部,6708
恒隆物业,恒隆开发,2.9 元/平米*月,住宅,环拥航空城小学、金湾一中、实验中学、吉林大学珠海学院、遵义医学院、省高职院、市城职院，精英教育同步国际；毗邻三甲医院广东省人民医院珠海医院（金湾中心医院），顶尖医疗为生活护航；国际商务中心、市民艺术中心、产业服务中心、公共文化中心、珠海奥体中心、青少年妇幼儿童娱乐中心、近享金湾航空新城规划展览馆、金湾区美术馆等文化设施。,航空小学，航空幼儿园，金湾一中、广东科学技术职业学院、珠海城市职业技术学院、珠海市实验中学、拟建及规划中增加2所中学，4所小学，7所幼儿园,海陆空全维度贯穿，城市对外交通起点，粤港澳都会圈中枢快速接驳三轨（广珠城轨珠机支线、广佛江珠城轨、广珠铁路）、五路（西部沿海高速、江珠高速、机场高速、机场北路、机场东路）、五桥（港珠澳大桥、珠海大桥、香海大桥、洪鹤大桥、金海大桥）、五机场（珠海机场，澳门国际机场、香港国际机场、深圳国际机场、广州国际机场），广东重要港口高栏港，城市东西快速公交（BRT），形成海陆空立体交通网络。,金湾航空新城占地3.8平方公里，由新加坡“规划之父”刘太格倾力打造，构筑山、海、湖、城相融的水上滨海花园城市，将建成汇聚国际商务中心、市民文化中心、产业服务中心“三大中心”，2滨水景观带，滨湖景观长廊，满足行政、商业、酒店、办公、休闲、会展、创新等各种功能的高端核心区域。,紧邻10万㎡大型公园、中心河沿岸绿化景观、金湖公园、湿地公园，营造鲜氧无比的生态休闲公共空间；,6715
,,0.0 元/平米*月,住宅,,,,,,42987
龙光物业,龙光-鹏瑞,3.0 元/平米*月,住宅,航空城小学、金湾一中、实验中学、吉林大学珠海学院、遵义医学院、省高职院、市城职院，精英教育同步国际；三甲医院广东省人民医院珠海医院（金湾中心医院），顶尖医疗为生活护航；国际商务中心、市民艺术中心、产业服务中心、公共文化中心、珠海奥体中心、青少年妇幼儿童娱乐中心、金湾航空新城规划展览馆、金湾区美术馆等文化设施,金湾一中、广东科学技术职业学院、珠海城市职业技术学院、珠海市实验中学、拟建及规划中增加2所中学，4所小学，7所幼儿园,海陆空全维度贯穿，城市对外交通起点，粤港澳都会圈中枢快速接驳三轨（广珠城轨珠机支线、广佛江珠城轨、广珠铁路）、五路（西部沿海高速、江珠高速、机场高速、机场北路、机场东路）、五桥（港珠澳大桥、珠海大桥、香海大桥、洪鹤大桥、金海大桥）、五机场（珠海机场，澳门国际机场、香港国际机场、深圳国际机场、广州国际机场），广东重要港口高栏港，城市东西快速公交（BRT），形成海陆空立体交通网络。,金湾航空新城占地3.8平方公里，将建成汇聚国际商务中心、市民文化中心、产业服务中心“三大中心”，滨水景观带，滨湖景观长廊，满足行政、商业、酒店、办公、休闲、会展、创新等各种功能的高端核心区域。,10万㎡大型公园、中心河沿岸绿化景观、金湖公园、湿地公园，营造鲜氧无比的生态休闲公共空间；,42989
时代物业,珠海市鸿达文化传播有限公司,3.0 元/平米*月,住宅,&quot;金海岸文化中心、金湾高尔夫球场、金湖湿地公园、金湾观海长廊等、航展馆、观音山郊野公园、列圣森林公园等&quot;,三灶中心中学。三灶中心小学，中兴小学。中兴幼儿园,三灶东站轻轨站。茂田公交站，三灶机场,金湾区华发商都、唐人街商业街,银沙滩&quot;金海岸文化中心、金湾高尔夫球场、金湖湿地公园、金湾观海长廊等、航展馆、观音山郊野公园、列圣森林公园等&quot;,43015
,,0.0 元/平米*月,住宅,,,,,,43023
,,0.0 元/平米*月,住宅,,,,,,43035
华发物业,珠海市南山建设开发有限公司,0.0 元/平米*月,住宅,金湾金山公园、白藤山生态修复湿地公园、白藤头社区公园、红旗镇119消防主题公园、碳坊,广东科学技术职业学院、珠海市实验中学、珠海艺术职业学院、珠海市金湾区红旗中学、珠海城市职业技术学院、金湾区第一小学、斗门区城南学校、共创职业学校、珠海共创培训学校(主校区)、广东科学技术职业学院学生公寓9栋,南翔路口、省科干学院、湖心路口、白藤二路口、艺术学院、湖心路口总站、红旗医院、白藤头、红旗、清沁园,鸣星商厦、旭泰商业城、融力商业广场、益百家商业中心、西汇城,AN CALL KTV、音悦汇量贩式KTV、齐剧桌游推理轰趴馆、K立方量贩式KTV(红旗店)、安歌量贩式KTV(红旗店)、祥祺酒店KTV、娱乐室、乐动轰趴馆(鸿发山庄红旗店)、大头无烟棋牌、明月湾公馆KTV,43084
	时代物业管理有限公司,珠海市涛鸿房产开发有限公司,0.0 元/平米*月,住宅,项目位于双湖路旁，向南直接联通珠海大道，且多条公交路线横纵珠海各个区域，交通十分方便。,幼儿园：红旗镇中心幼儿园、团结幼儿园、珠海容德国际幼儿园、花城幼儿园、金荷幼儿园、育苗幼儿园小学：红旗镇三板小学、金湾区虹晖小学、金湾区第一小学中学：航空新城中学（初中/2019年8月24日开工建设，预计2020年底交付）、珠海市实验中学（高中）、红旗中学（初高中）、金海岸中学（初高中）、广东省实验中学金湾分校（初高中）、白藤湖中学（初中）大学：吉林大学、遵义医科大学、广东科学技术职业,幼儿园：红旗镇中心幼儿园、团结幼儿园、珠海容德国际幼儿园、花城幼儿园、金荷幼儿园、育苗幼儿园小学：红旗镇三板小学、金湾区虹晖小学、金湾区第一小学中学：航空新城中学（初中/2019年8月24日开工建设，预计2020年底交付）、珠海市实验中学（高中）、红旗中学（初高中）、金海岸中学（初高中）、广东省实验中学金湾分校（初高中）、白藤湖中学（初中）大学：吉林大学、遵义医科大学、广东科学技术职业,影院：洛富特电影院、中影骏通影院酒店：曼哈顿酒店、格林豪泰酒店玩乐景点：飞沙滩、银沙滩、金海湾、荷包岛、海泉湾、御温泉,红旗正光广场、创宏商业广场、红旗中心广场、003商业广场、华润万家、益百家超市、优鲜生活超市、信龙商场市场	三板市场、大新市场、广安便民市场、红旗中心市场医院	红旗医院、红旗镇卫生院、三板社区卫生服务站银行	交通银行、农业银行、建设银行、农商银行、工商银行、华润银行公园	红旗文化广场,43094
,,0.0 元/平米*月,住宅,金山公园  湿地公园  金湖公园,航空新城小学,,华发商都,,43095
,,0.0 元/平米*月,住宅,,,,,,43106
,,0.0 元/平米*月,商铺,,,,,,43110
卓越旭辉,卓越旭辉,3.0 元/平米*月,住宅,航空城小学、金湾一中、实验中学、吉林大学珠海学院、遵义医学院、省高职院、市城职院，精英教育同步国际；三甲医院广东省人民医院珠海医院（金湾中心医院），顶尖医疗为生活护航；国际商务中心、市民艺术中心、产业服务中心、公共文化中心、珠海奥体中心、青少年妇幼儿童娱乐中心、金湾航空新城规划展览馆、金湾区美术馆等文化设施。,航空新城小学，航空新城中学，金湾一中、广东科学技术职业学院、珠海城市职业技术学院、珠海市实验中学、拟建及规划中增加2所中学，4所小学，7所幼儿园,海陆空全维度贯穿，城市对外交通起点，粤港澳都会圈中枢快速接驳三轨（广珠城轨珠机支线、广佛江珠城轨、广珠铁路）、五路（西部沿海高速、江珠高速、机场高速、机场北路、机场东路）、五桥（港珠澳大桥、珠海大桥、香海大桥、洪鹤大桥、金海大桥）、五机场（珠海机场，澳门国际机场、香港国际机场、深圳国际机场、广州国际机场），广东重要港口高栏港，城市东西快速公交（BRT），形成海陆空立体交通网络。,金湾航空新城占地3.8平方公里，将建成汇聚国际商务中心、市民文化中心、产业服务中心“三大中心”，滨水景观带，滨湖景观长廊，满足行政、商业、酒店、办公、休闲、会展、创新等各种功能的高端核心区域。,10万㎡大型公园、中心河沿岸绿化景观、金湖公园、湿地公园，营造鲜氧无比的生态休闲公共空间；,43141
华发物业,珠海华茂天城置业发展有限公司,3.0 元/平米*月,住宅,航空城小学、金湾一中、实验中学、吉林大学珠海学院、遵义医学院、省高职院、市城职院，精英教育同步国际；三甲医院广东省人民医院珠海医院（金湾中心医院），顶尖医疗为生活护航；国际商务中心、市民艺术中心、产业服务中心、公共文化中心、珠海奥体中心、青少年妇幼儿童娱乐中心、金湾航空新城规划展览馆、金湾区美术馆等文化设施。,金湾一中、广东科学技术职业学院、珠海城市职业技术学院、珠海市实验中学、拟建及规划中增加2所中学，4所小学，7所幼儿园,海陆空全维度贯穿，城市对外交通起点，粤港澳都会圈中枢快速接驳三轨（广珠城轨珠机支线、广佛江珠城轨、广珠铁路）、五路（西部沿海高速、江珠高速、机场高速、机场北路、机场东路）、五桥（港珠澳大桥、珠海大桥、香海大桥、洪鹤大桥、金海大桥）、五机场（珠海机场，澳门国际机场、香港国际机场、深圳国际机场、广州国际机场），广东重要港口高栏港，城市东西快速公交（BRT），形成海陆空立体交通网络。,金湾航空新城占地3.8平方公里，将建成汇聚国际商务中心、市民文化中心、产业服务中心“三大中心”，滨水景观带，滨湖景观长廊，满足行政、商业、酒店、办公、休闲、会展、创新等各种功能的高端核心区域。,10万㎡大型公园、中心河沿岸绿化景观、金湖公园、湿地公园，市政公园（项目西侧）营造鲜氧无比的生态休闲公共空间；,43156
,,0.0 元/平米*月,住宅,,,,,,43205
天沐,珠海市富祥置业,3.0 元/平米*月,住宅,276 公顷金湖湿地公园、2400 亩金湾高尔夫球场、16KM 金湾情侣路、观音山郊野公园,三灶第二幼儿园、海华小学、金海岸中学、省重点学校广东省实验中学、遵义医学院、吉林大学珠海学院,项目临近机场东路，珠海机场，金海大桥、洪鹤大桥双桥头堡位置，珠机城轨三灶东站上盖。,国际商务中心，金湾华发商都、滨海商务区、金海岸市场、华润万家,金海岸文化艺术中心、市民艺术中心、公共文化中心、珠海奥体中心,43206
粤海物业,粤海置地,3.0 元/平米*月,住宅,航空城小学、金湾一中、实验中学、吉林大学珠海学院、遵义医学院、省高职院、市城职院，精英教育同步国际；三甲医院广东省人民医院珠海医院（金湾中心医院），顶尖医疗为生活护航；国际商务中心、市民艺术中心、产业服务中心、公共文化中心、珠海奥体中心、青少年妇幼儿童娱乐中心、金湾航空新城规划展览馆、金湾区美术馆等文化设施。,金湾一中、广东科学技术职业学院、珠海城市职业技术学院、珠海市实验中学、拟建及规划中增加2所中学，4所小学，7所幼儿园,海陆空全维度贯穿，城市对外交通起点，粤港澳都会圈中枢快速接驳三轨（广珠城轨珠机支线、广佛江珠城轨、广珠铁路）、五路（西部沿海高速、江珠高速、机场高速、机场北路、机场东路）、五桥（港珠澳大桥、珠海大桥、香海大桥、洪鹤大桥、金海大桥）、五机场（珠海机场，澳门国际机场、香港国际机场、深圳国际机场、广州国际机场），广东重要港口高栏港，城市东西快速公交（BRT），形成海陆空立体交通网络。,金湾航空新城占地3.8平方公里，将建成汇聚国际商务中心、市民文化中心、产业服务中心“三大中心”，滨水景观带，滨湖景观长廊，满足行政、商业、酒店、办公、休闲、会展、创新等各种功能的高端核心区域。,10万㎡大型公园、中心河沿岸绿化景观、金湖公园、湿地公园，市政公园（项目西侧）营造鲜氧无比的生态休闲公共空间；,43213
大友物业,珠海市上筑贸易发展有限公司,1.9 元/平米*月,住宅,三板市场，规划的湿地公园，红旗医院，金湾人民医院,金湾区小林实验小学，珠海市小林中学,紧邻珠海大道和机场高速，距红旗镇区和航空新城仅5公里，出门上高速仅15公里即达珠海机场，经珠海大道20公里直通珠海市区。规划高铁距离项目仅3公里左右，距离机场12公里左右。,正光广场，曼哈顿商业中心，亿佰家购物广场，金湾华发商都,广生公园，白藤湿地公园，金湾情侣路，金湾高尔夫球场,43243
中珠物业,珠海日大实业有限公司,3.0 元/平米*月,住宅,,虹晖小学、虹晖幼儿园、金湾一小、红旗中学,,正光广场、益百家、华发商都,红旗文体中心、正光广场、曼哈顿酒店、益百家、华发商都,43279
华发物业,珠海华茂智城置业发展有限公司,3.0 元/平米*月,住宅,航空城小学、金湾一中、实验中学、吉林大学珠海学院、遵义医学院、省高职院、市城职院，精英教育同步国际；三甲医院广东省人民医院珠海医院（金湾中心医院），顶尖医疗为生活护航；国际商务中心、市民艺术中心、产业服务中心、公共文化中心、珠海奥体中心、青少年妇幼儿童娱乐中心、金湾航空新城规划展览馆、金湾区美术馆等文化设施。,航空新城小学，航空新城中学，金湾一中、广东科学技术职业学院、珠海城市职业技术学院、珠海市实验中学、拟建及规划中增加2所中学，4所小学，7所幼儿园,海陆空全维度贯穿，城市对外交通起点，粤港澳都会圈中枢快速接驳三轨（广珠城轨珠机支线、广佛江珠城轨、广珠铁路）、五路（西部沿海高速、江珠高速、机场高速、机场北路、机场东路）、五桥（港珠澳大桥、珠海大桥、香海大桥、洪鹤大桥、金海大桥）、五机场（珠海机场，澳门国际机场、香港国际机场、深圳国际机场、广州国际机场），广东重要港口高栏港，城市东西快速公交（BRT），形成海陆空立体交通网络。,金湾航空新城占地3.8平方公里，将建成汇聚国际商务中心、市民文化中心、产业服务中心“三大中心”，滨水景观带，滨湖景观长廊，满足行政、商业、酒店、办公、休闲、会展、创新等各种功能的高端核心区域。,10万㎡大型公园、中心河沿岸绿化景观、金湖公园、湿地公园，营造鲜氧无比的生态休闲公共空间；,43314
佳源物业,珠海佳辰房地产开发有限公司,3.0 元/平米*月,住宅,项目门口的金湖公园作为整个珠海市重点打造的大型综合性湿地公园，自然资源不可复制,项目东南侧为国家示范性中学——金湾一中，按国家示范性高中60个教学班3000名学生的标准和规模设计建设，预计总投资4.5亿元。旁边有金湾外国语学校，往金海岸大道方向还有一所金海岸中学。片区高校资源丰富——吉林大学珠海学院、遵义医学院，教育无忧,一立交三大桥、三高速四城轨”，四通八达。紧邻金海大桥落桥点，连通国家第三个经济开发区——横琴新区，港珠澳大桥西延长线直达拱北，接驳港珠澳大桥直通香港。,距离航空城的华发商都中心和华发国际商务中心5分钟车程，内设有大型商业配套，国际精品酒店及写字楼。文化中心、艺术中心、博览中心、服务中心、行政中心云集航空城,北临金湖公园、南靠水禾坑山、东瞰大海，尽揽山湖海景。毗邻中国十佳高尔夫球场——金湾高尔夫，旅游、休闲、景观、娱乐，一站式综合资源！,43325
,金湾区三灶镇鱼月村鱼塘经济合作社,0.0 元/平米*月,住宅,,,,,,43390
,,0.0 元/平米*月,住宅,,,,,,43395
,,0.0 元/平米*月,住宅,,,,,,43412
海伦堡,海伦堡,3.0 元/平米*月,住宅,地处航空城B片区，门口即滨河公园，距航空城中心湖约2.5公里，离珠海大道约500米，,航空新城幼儿园、双湖小学（建设中），航空新城小学、金湾一小、融创配建中学（建设中），红旗中学、航空新城中学、珠海实验中学、广东实验中学珠海金湾学校、遵义医科大学,公交：204/540/541/605/803路到金城路口公交站 地铁：地铁1号线（规划中）、地铁3号线（规划中）金湾站 轻轨：广佛江珠城际轻轨（规划中）、珠机城轨（建设中）金湾站 高速：机场高速、珠三角环线高速,正光广场、益百家商业中心、红旗中心广场、金湾华发商都，宝龙城（建设中），红星美凯龙（建设中）,滨河湿地公园，金湾情侣路、金湾高尔夫金湖湿地公园、金山海绵公园、白藤山生态公园、中心河湿地公园,43434
,,0.0 元/平米*月,住宅,,,,,,43436
,珠海华熠商业运营管理有限公司,0.0 元/平米*月,住宅,,,,,,43446
,珠海市中海海晟房地产开发有限公司,0.0 元/平米*月,住宅,,,,,,43468
,尚娟娟,0.0 元/平米*月,住宅,,,,,,43504
